"EEF","PTS","FTA","EEF_MIN","FGA","TARGET_5Yrs"
10,6.4,2,0.531914893617021,4.7,"Yes"
8,7.3,1.3,0.51948051948052,6.3,"Yes"
5.7,5.2,1,0.478991596638655,4.4,"Yes"
8,5.2,1.3,0.4705882,4.4,"No"
6,4.3,1.6,0.6,3.3,"Yes"
1.8,1.6,0.2,0.310344827586207,1.9,"No"
9.7,6.6,2.9,0.5132275,4.6,"Yes"
10.5,11.8,2.2,0.352348993288591,12.1,"No"
9.5,6.7,1.4,0.4112554,6.9,"No"
3.6,1.9,0.5,0.553846153846154,1.5,"Yes"
11.8,6.7,2.2,0.4402985,5.7,"Yes"
6.8,5.6,1.5,0.379888268156425,5,"Yes"
9.9,6.7,1.9,0.668918918918919,5.2,"Yes"
6.2,5.8,1.1,0.394904458598726,5,"Yes"
8.3,6.4,2.5,0.4636872,5.5,"Yes"
14.2,12.1,2.3,0.63677130044843,10.7,"Yes"
6.7,7.2,2.4,0.421383647798742,6.1,"Yes"
4.2,3.5,1.2,0.494117647058823,2.6,"No"
5.1,5.2,1.2,0.401574803149606,5.5,"No"
7.5,8.5,1.4,0.390625,8.5,"Yes"
22.5,23.5,7.2,0.5610973,19.8,"Yes"
25.3,21,8.1,0.7463127,14.3,"Yes"
3.9,3.1,1.1,0.4588235,2.2,"No"
9.2,4.5,1.5,0.621621621621621,3.6,"Yes"
6.8,6,1.7,0.3434343,5.2,"Yes"
16.5,13.5,5.9,0.527156549520767,10.1,"Yes"
4.3,3.3,1,0.5308642,2.8,"No"
3.8,2.4,0.4,0.535211267605634,1.9,"No"
15.6,9,2.6,0.475609756097561,6.7,"Yes"
14.9,11.1,3.6,0.5843137,9.2,"Yes"
4.6,1.9,0.3,0.46,1.7,"No"
2.7,1.6,0.6,0.36986301369863,1.8,"Yes"
7.2,7.2,3.4,0.267657992565056,6.7,"No"
4.8,2.6,1,0.564705882352941,1.9,"Yes"
4.5,4.2,1.3,0.3515625,4.3,"Yes"
9.7,6.3,1.6,0.412766,6.4,"Yes"
9.1,5.3,2.2,0.471502590673575,4.9,"No"
21.2,13.5,3.5,0.736111111111111,10.6,"Yes"
3.9,3.3,0.7,0.573529411764706,2.7,"No"
9.8,7.5,1.4,0.3333333,7.9,"Yes"
5.9,5,1,0.446969696969697,5,"No"
12.4,10.1,1.4,0.548672566371681,8,"Yes"
11.2,10.4,2.7,0.5209302,8.2,"Yes"
11.4,8,2.1,0.590673575129534,6,"Yes"
1.3,1.8,0.6,0.136842105263158,2.1,"Yes"
11.4,7.7,3.7,0.5327103,5.2,"Yes"
4.3,3.7,1.1,0.41747572815534,3.2,"No"
19.2,14.8,3.5,0.583586626139818,13.1,"Yes"
3.2,2.9,0.6,0.438356164383562,2.7,"No"
4.4,3.7,1.2,0.341085271317829,3.2,"Yes"
8.9,6.3,2.8,0.4362745,4.7,"No"
6,6.2,1.8,0.258620689655172,6.4,"Yes"
5,3.5,0.9,0.3401361,3.4,"No"
8.6,5.9,1.9,0.4623656,5.3,"Yes"
9.9,6.6,1.8,0.655629139072848,4.6,"Yes"
5.1,3.8,1.3,0.490384615384615,3.4,"No"
17.2,11.1,3.9,0.651515151515151,8.4,"Yes"
5.7,2.8,0.9,0.575757575757576,2.2,"No"
4.8,2.7,0.7,0.4285714,2.5,"Yes"
11.5,6.3,2.3,0.611702127659574,4.3,"No"
6.9,5.4,2,0.405882352941177,3.9,"Yes"
4.3,3.5,1.2,0.518072289156626,2.8,"No"
19.4,9.8,1.9,0.638157894736842,8.3,"Yes"
5.9,5,0.8,0.561904761904762,4.5,"No"
21.2,14.3,3.9,0.67515923566879,11.1,"Yes"
3.8,3.2,0.7,0.376237623762376,3.1,"No"
4.6,3.7,0.4,0.323943661971831,3.8,"No"
13,9.1,3,0.687830687830688,6.8,"Yes"
3.7,3.2,0.8,0.536231884057971,3.1,"Yes"
28.8,22.5,8.5,0.757894736842105,16.8,"Yes"
10.8,8.9,2.5,0.469565217391304,6.9,"Yes"
6,6.9,1.9,0.37037037037037,6.7,"No"
12.7,6.9,2.8,0.5404255,4.5,"Yes"
3.6,3.4,1,0.356435643564356,3.1,"No"
2.6,2.1,1.5,0.388059701492537,1.7,"No"
3.6,2.1,1,0.356435643564356,1.7,"No"
6.8,5.3,1.8,0.4657534,4.6,"Yes"
5.5,5.3,0.6,0.401459854014599,5.3,"No"
3.1,2.5,0.9,0.407894736842105,2.1,"No"
3.1,2.5,0.9,0.407894736842105,2.1,"Yes"
3.1,2.5,0.9,0.407894736842105,2.1,"No"
10.9,7,1.1,0.612359550561798,7,"No"
6,4.2,0.9,0.58252427184466,3.5,"Yes"
12,8.5,2.2,0.547945205479452,7.6,"Yes"
14.8,13.9,2.8,0.474358974358974,12.3,"Yes"
6.5,4,1.1,0.656565656565657,2.9,"Yes"
8.2,7.4,2.3,0.299270072992701,7.6,"No"
16.6,15.5,3.3,0.50920245398773,14.8,"Yes"
13.8,12.8,2.1,0.427244582043344,11.7,"Yes"
9.2,5.1,2.6,0.4509804,3.6,"Yes"
13,10.1,1.7,0.5416667,7.6,"Yes"
3.9,2.2,0.9,0.4105263,1.7,"No"
16.8,9,3.1,0.5419355,7.4,"Yes"
1.3,1.9,1,0.2363636,1.9,"No"
17.7,13.2,4.5,0.6188811,10.1,"Yes"
8.5,7.1,1,0.5,6.6,"Yes"
15.1,8.6,1.6,0.537366548042705,8.4,"Yes"
20.7,13,2.6,0.678688524590164,10.3,"Yes"
4.3,4,1.6,0.438775510204082,2.8,"Yes"
3.6,3.1,0.3,0.5538462,3,"No"
1.2,1.9,0.8,0.151898734177215,2.5,"No"
5.3,4,1.3,0.313609467455621,4,"No"
16.5,13.3,3.9,0.5172414,11.4,"Yes"
9.2,8.9,3.1,0.4144144,7.1,"Yes"
7.3,5,1.5,0.4371257,4.2,"Yes"
3.9,3.3,1.1,0.3861386,3,"No"
4.8,3.8,1,0.551724137931035,3.4,"Yes"
25.4,15.5,4.7,0.736231884057971,10.7,"Yes"
5.1,5.6,1.8,0.411290322580645,4.6,"Yes"
7.2,5.3,2.5,0.447205,4.1,"No"
3.9,3.4,1,0.443181818181818,3.3,"Yes"
4.2,3.7,0.9,0.365217391304348,3.2,"Yes"
3.7,2.7,0.8,0.4021739,2.5,"No"
6.9,4.7,1,0.445161290322581,4.4,"No"
17,8.9,2.4,0.671936758893281,6.9,"Yes"
12.8,8.9,3,0.615384615384616,6.9,"Yes"
15.9,15.4,4.8,0.434426229508197,13.2,"Yes"
4.5,5.1,1.5,0.283018867924528,4.5,"No"
7.6,8.2,2.6,0.655172413793103,6.7,"Yes"
13.2,10.1,2.3,0.4285714,8.8,"No"
13.2,10.1,2.3,0.4285714,8.8,"Yes"
13.2,10.1,2.3,0.4285714,8.8,"No"
4.6,2.9,0.8,0.370967741935484,3.1,"No"
12.4,8.4,2.7,0.527659574468085,7.1,"No"
14.7,9.5,1.2,0.513986013986014,8.7,"Yes"
14.7,12.3,3.5,0.607438016528926,9.8,"Yes"
2.4,3,1.2,0.363636363636364,2.4,"No"
8.5,5.8,0.8,0.485714285714286,5.7,"No"
11.3,8.4,3.6,0.562189054726368,5.8,"No"
11.3,8.4,3.6,0.562189054726368,5.8,"Yes"
3.9,8.4,0.8,0.23780487804878,5.8,"No"
3.9,8.4,0.8,0.23780487804878,5.8,"Yes"
3.9,8.4,0.8,0.23780487804878,5.8,"No"
3.9,8.4,0.8,0.23780487804878,5.8,"Yes"
11.3,8.4,3.6,0.562189054726368,5.8,"No"
3.9,8.4,0.8,0.23780487804878,5.8,"No"
3.9,8.4,0.8,0.23780487804878,5.8,"No"
3.9,8.4,0.8,0.23780487804878,5.8,"Yes"
11.3,3.7,3.6,0.562189054726368,4.2,"No"
11.3,3.7,3.6,0.562189054726368,4.2,"No"
11.3,3.7,3.6,0.562189054726368,4.2,"Yes"
3.9,3.7,0.8,0.23780487804878,4.2,"No"
3.9,3.7,0.8,0.23780487804878,4.2,"Yes"
11.3,3.7,3.6,0.562189054726368,4.2,"No"
11.3,3.7,3.6,0.562189054726368,4.2,"Yes"
3.9,3.7,0.8,0.23780487804878,4.2,"No"
3.9,3.7,0.8,0.23780487804878,4.2,"No"
3.9,3.7,0.8,0.23780487804878,4.2,"Yes"
11.3,3.7,3.6,0.562189054726368,4.2,"No"
11.3,3.7,3.6,0.562189054726368,4.2,"No"
11.3,3.7,3.6,0.562189054726368,4.2,"Yes"
3.9,3.7,0.8,0.23780487804878,4.2,"No"
5.5,3.1,0.7,0.679012345679012,2.8,"Yes"
4.4,2.9,1.3,0.505747126436782,2.2,"Yes"
18.8,2.9,5.5,0.618421052631579,2.2,"No"
3.4,2.9,0.3,0.395348837209302,2.2,"Yes"
18.8,2.9,5.5,0.618421052631579,2.2,"Yes"
18.8,2.9,5.5,0.618421052631579,2.2,"Yes"
3.4,2.9,0.3,0.395348837209302,2.2,"No"
3.4,2.9,0.3,0.395348837209302,2.2,"Yes"
4.4,2.9,1.3,0.505747126436782,2.2,"Yes"
18.8,2.9,5.5,0.618421052631579,2.2,"No"
3.4,2.9,0.3,0.395348837209302,2.2,"Yes"
4.4,2.9,1.3,0.505747126436782,2.2,"Yes"
4.4,2.9,1.3,0.505747126436782,2.2,"No"
18.8,2.9,5.5,0.618421052631579,2.2,"Yes"
18.8,2.9,5.5,0.618421052631579,2.2,"Yes"
3.4,2.9,0.3,0.395348837209302,2.2,"Yes"
4.4,2.9,1.3,0.505747126436782,2.2,"Yes"
4.4,2.9,1.3,0.505747126436782,2.2,"Yes"
4.4,2.9,1.3,0.505747126436782,2.2,"No"
18.8,2.9,5.5,0.618421052631579,2.2,"Yes"
3.4,2.9,0.3,0.395348837209302,2.2,"Yes"
4.4,16.3,1.3,0.505747126436782,12.4,"Yes"
18.8,16.3,5.5,0.618421052631579,12.4,"No"
3.4,16.3,0.3,0.395348837209302,12.4,"Yes"
4.4,16.3,1.3,0.505747126436782,12.4,"Yes"
4.4,16.3,1.3,0.505747126436782,12.4,"No"
18.8,16.3,5.5,0.618421052631579,12.4,"Yes"
3.4,16.3,0.3,0.395348837209302,12.4,"No"
18.8,16.3,5.5,0.618421052631579,12.4,"No"
3.4,16.3,0.3,0.395348837209302,12.4,"Yes"
18.8,16.3,5.5,0.618421052631579,12.4,"Yes"
3.4,16.3,0.3,0.395348837209302,12.4,"Yes"
4.4,16.3,1.3,0.505747126436782,12.4,"Yes"
18.8,16.3,5.5,0.618421052631579,12.4,"No"
3.4,16.3,0.3,0.395348837209302,12.4,"Yes"
4.4,16.3,1.3,0.505747126436782,12.4,"No"
18.8,16.3,5.5,0.618421052631579,12.4,"Yes"
18.8,16.3,5.5,0.618421052631579,12.4,"Yes"
3.4,16.3,0.3,0.395348837209302,12.4,"No"
4.4,3.5,1.3,0.505747126436782,3.7,"Yes"
18.8,3.5,5.5,0.618421052631579,3.7,"No"
3.4,3.5,0.3,0.395348837209302,3.7,"Yes"
4.4,3.5,1.3,0.505747126436782,3.7,"Yes"
4.4,3.5,1.3,0.505747126436782,3.7,"No"
18.8,3.5,5.5,0.618421052631579,3.7,"Yes"
3.4,3.5,0.3,0.395348837209302,3.7,"No"
3.4,3.5,0.3,0.395348837209302,3.7,"Yes"
18.8,3.5,5.5,0.618421052631579,3.7,"No"
3.4,3.5,0.3,0.395348837209302,3.7,"Yes"
4.4,3.5,1.3,0.505747126436782,3.7,"Yes"
4.4,3.5,1.3,0.505747126436782,3.7,"No"
18.8,3.5,5.5,0.618421052631579,3.7,"Yes"
18.8,3.5,5.5,0.618421052631579,3.7,"Yes"
3.4,3.5,0.3,0.395348837209302,3.7,"No"
3.4,3.5,0.3,0.395348837209302,3.7,"Yes"
4.4,3.5,1.3,0.505747126436782,3.7,"Yes"
18.8,3.5,5.5,0.618421052631579,3.7,"No"
4.4,3.5,1.3,0.505747126436782,3.7,"Yes"
18.8,3.5,5.5,0.618421052631579,3.7,"Yes"
18.8,3.5,5.5,0.618421052631579,3.7,"Yes"
3.4,3.5,0.3,0.395348837209302,3.7,"No"
1.3,1.3,0.4,0.302325581395349,1.4,"No"
3,2.1,0.6,0.422535211267606,2.2,"No"
18,13,2,0.618556701030928,11.6,"Yes"
11,8.9,1.2,0.54726368159204,7.6,"Yes"
6.5,3.9,1,0.4779412,3.9,"Yes"
16.2,11.5,3.8,0.483582089552239,9.5,"Yes"
4.4,4,1,0.4489796,3.6,"Yes"
2.9,3.8,1.7,0.453125,2.8,"Yes"
5.2,4.9,1.4,0.390977443609023,4,"Yes"
4.6,3.1,1.3,0.494623655913979,2.5,"Yes"
10.4,5.9,0.8,0.392452830188679,6,"Yes"
2.4,1.4,0.2,0.3116883,1.8,"No"
8.5,5.7,2,0.752212389380531,3.8,"Yes"
7,4.5,1.2,0.534351145038168,3.6,"No"
3.7,3.9,0.8,0.282442748091603,3.8,"No"
9.8,6.1,1.7,0.435555555555556,5.3,"Yes"
9.5,7.6,2.1,0.479798,6.6,"Yes"
12.7,9.4,2.2,0.4960938,8.6,"Yes"
13.6,14,3.8,0.537549407114624,11.3,"Yes"
8.6,8.6,2.8,0.3822222,8.7,"No"
3.7,3.4,0.9,0.381443298969072,3.1,"Yes"
4.1,1.9,0.5,0.383177570093458,1.7,"No"
8,4.6,0.7,0.368663594470046,4.7,"No"
6.1,4.3,1.5,0.3860759,3.6,"No"
6.1,4.3,1.5,0.3860759,3.6,"No"
27.6,17.5,4.7,0.8598131,13.6,"Yes"
1.9,1.8,0.4,0.2235294,2.1,"Yes"
5.4,3.7,1.1,0.519230769230769,3,"Yes"
21.1,18.2,6.8,0.6045845,13.1,"Yes"
7.4,5.1,1,0.490066225165563,4.6,"No"
24.6,18.8,3.6,0.683333333333333,16.6,"Yes"
10.6,9.5,1.6,0.5353535,9,"Yes"
18.5,15.6,5,0.5709877,12.8,"Yes"
28,20.1,4.3,0.821114369501466,17.5,"Yes"
7.3,5.6,2.4,0.514084507042254,4.4,"Yes"
12.2,6.8,2.3,0.539823,5.9,"No"
4,2.5,0.6,0.459770114942529,2.2,"No"
9.9,7.7,2.1,0.575581395348837,6.8,"Yes"
8.2,6,2.4,0.473988439306358,4.9,"No"
8.1,5.8,1.4,0.355263157894737,6.2,"Yes"
2.1,2.2,0.4,0.328125,2.2,"No"
2.6,2.3,0.6,0.376811594202899,2.4,"No"
5.2,3,1.1,0.5048544,2.6,"Yes"
4,2.8,1,0.338983050847458,3.1,"No"
5,4.7,1.4,0.413223140495868,4.2,"Yes"
4.1,2.8,0.4,0.440860215053763,2.6,"Yes"
4,4.1,0.8,0.2684564,5.1,"No"
3.4,2.2,0.4,0.361702127659574,2.3,"No"
9.4,8.8,1,0.385245901639344,8.7,"Yes"
2.5,3,0.9,0.271739130434783,3,"No"
11.9,6.2,2.4,0.586206896551724,4.4,"Yes"
9.8,8.2,1.8,0.620253164556962,7.4,"Yes"
6.6,5.6,2,0.44,4.8,"No"
20.5,19,3.9,0.531088082901554,15.7,"Yes"
4.4,3.7,0.5,0.427184466019418,3.4,"Yes"
11.9,8.6,2.4,0.474103585657371,8,"Yes"
9.9,9.7,1.4,0.492537313432836,9.1,"Yes"
7.4,6.5,1.2,0.632478632478633,5.4,"No"
5.7,4.6,0.7,0.345454545454545,3.9,"Yes"
10.2,8.6,1.9,0.497560975609756,7.9,"Yes"
11,10.2,4.2,0.4867257,7.6,"Yes"
11.7,7.5,1.9,0.517699115044248,6.1,"Yes"
12.1,7.9,2.3,0.611111111111111,6.4,"Yes"
6.3,3.9,0.8,0.5625,3.4,"Yes"
13.9,9.4,2.9,0.5285171,7.8,"Yes"
4,2.3,0.2,0.300751879699248,2.1,"No"
1.8,1.9,0.7,0.24,2.3,"No"
7.7,6.4,2.4,0.455621301775148,5.5,"Yes"
10.1,5.6,0.8,0.523316062176166,5.7,"Yes"
8.5,7.9,3.2,0.527950310559006,6.3,"Yes"
6.8,4.2,1.3,0.425,3.6,"No"
5.3,3.2,0.5,0.524752475247525,3.5,"No"
3.9,4,1.1,0.3861386,3.4,"No"
3.3,2.3,1,0.375,1.7,"Yes"
5.4,3.3,0.3,0.524271844660194,3.5,"No"
8.6,5.7,1.6,0.521212121212121,4.7,"Yes"
2.5,3.7,1.4,0.294117647058824,3.5,"No"
8.2,5.6,1.3,0.543046357615894,4.9,"Yes"
8.6,6.1,2.1,0.485875706214689,4.3,"No"
9,5.1,1.8,0.532544378698225,3.4,"No"
9,5.1,1.8,0.532544378698225,3.4,"Yes"
9,5.1,1.8,0.532544378698225,3.4,"No"
4.2,2.7,0.6,0.362068965517241,2.6,"No"
31.5,24.3,10.2,0.860655737704918,15.9,"Yes"
4.1,3.1,0.9,0.4555556,2.9,"Yes"
9,8.8,2.6,0.430622009569378,7.8,"Yes"
8.2,4.3,2.1,0.56551724137931,2.8,"Yes"
3,8.7,0.8,0.326086956521739,7.5,"No"
12.2,8.7,1.9,0.514767932489451,7.5,"Yes"
3,1.9,0.8,0.326086956521739,2,"No"
12.2,1.9,1.9,0.514767932489451,2,"Yes"
12.2,1.9,1.9,0.514767932489451,2,"No"
3,1.9,0.8,0.326086956521739,2,"Yes"
3,1.9,0.8,0.326086956521739,2,"No"
12.2,1.9,1.9,0.514767932489451,2,"Yes"
12.2,1.9,1.9,0.514767932489451,2,"No"
3,1.9,0.8,0.326086956521739,2,"Yes"
13.5,7.8,2,0.741758241758242,6,"Yes"
5.5,4.9,0.6,0.578947368421053,4.9,"Yes"
6.4,4.5,0.7,0.492307692307692,4,"Yes"
9.7,8.6,2.5,0.449074074074074,6.6,"Yes"
17,14.1,5,0.596491228070175,12.4,"Yes"
4.3,2.9,0.7,0.383928571428571,3.1,"Yes"
0.7,1.1,0,0.225806451612903,1.6,"No"
15,15.7,2.5,0.526315789473684,14.4,"Yes"
2.8,2.5,0.4,0.264150943396226,3,"No"
4.5,3.7,0.8,0.354330708661417,3.5,"No"
11,11.7,4.8,0.3942652,8.9,"Yes"
8.9,5.7,1.2,0.425837320574163,5.5,"Yes"
13.5,10.8,1.7,0.46875,10.1,"Yes"
3.8,3.3,1.3,0.404255319148936,2.6,"No"
2.4,2,0.6,0.461538461538462,1.6,"No"
23.2,18.4,6,0.659090909090909,14.9,"Yes"
